TIME_SCRAPED_PST,PRODUCT_TYPE,PRODUCT_ID,URL,TITLE,PRICE,RATING,NO_OF_REVIEWS,HEIGHT,WIDTH,DEPTH,WEIGHT_KG,PROCESSOR_BRAND,PROCESSOR_FAMILY,PROCESSOR_GENERATION,CPU_CACHE,CPU_CORES,CPU_THREADS,CPU_SPEED,GRAPHICS_BRAND,GRAPHICS_FAMILY,GRAPHICS_RAM,GRAPHICS_RAM_TYPE,RAM_MEMORY,RAM_TYPE,RAM_SPEED,STORAGE_SIZE,STORAGE_TYPE,STORAGE_OTHERS,DISPLAY_SIZE,DISPLAY_RESOLUTION,DISPLAY_REFRESH_RATE,DISPLAY_OTHERS,WIRELESS,POWER,PORTS,SLOTS,CHASSIS,CASE,KEYBOARD,TOUCHPAD,CAMERA,PALMREST,OPTICAL_DRIVE,OPERATING_SYSTEM,HASH_ID,COSMOS_DB,WEIGHT,MICROSOFT_OFFICE,HOME_AND_SMALL_BUSINESS_SECURITY_SOLUTIONS,PROTECT_YOUR_PURCHASE_-_VIEW_SUPPORT_OFFERS_BELOW,ACCIDENTAL_DAMAGE_SERVICE,AUDIO_AND_SPEAKERS,PRIMARY_BATTERY,REGULATORY,BATTERY_LIFE,EXTENDED_SERVICE,SERVICES:EXTENDED_SERVICE,WEIGHT_LBS,DELL_SERVICES:_EXTENDED_SERVICE,WEIGHT_LB,DELL_SERVICES:EXTENDED_SERVICE,CARRYING_CASE,MOUSE,MONITOR,STAND
2024-08-10T00:08:02.000000,laptop,latitude-13-7350-detachable-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7350-detachable/spd/latitude-13-7350-detachable-laptop/s003l7350dtblusvp?ref=variantstack,Latitude 7350 Detachable,$ 1789,4.5 out of 5.0,49.0,0.35,11.53,8.19,,Intel,Core Ultra 5,,12 MB,12.0,14.0,4.40 GHz,Intel,Integrated Graphics,16 GB,,16 GB,LPDDR5x,6400 MT/s,256 GB,SSD,"M.2 2230, TLC PCIe Gen 4 NVMe","13""",2880x1920,,"IPS, Touch, AR, AS, Gorilla Glass Victus, Low Blue Light, Active Pen Support","IntelÂ BE200 Wi-Fi 7 2x2, BluetoothÂ 5.4 Technology, Wireless Card",65W Type-C Power Adapter,"2 Thunderboltâ¢ 4 (40 Gbps) ports with DisplayPortâ¢ Alt Mode/USB Type-C/USB4/Power Delivery 3.0, *,  , 1 Universal Audio port","1 Wedge-shaped lock slot, 1 Nano-SIM card slot (optional), 1 Smart card reader slot (optional)",,,Keyboard Not Included,Precision Collaboration Clickpad with multi-touch gesture support,"World facing camera, 2448p (4:3) at 30 fps 4K RGB camera, User facing camera, 1440p at 30 fps or higher HDR RGB-IR camera, 8 megapixel",,,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",20240810070802564d2fe0c62bc7344f,Y,0.79 kg,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 36 Month(s)",,"2-channel High-Definition speakers, 2W x 2 = 4W total","46.5 Wh, ExpressCharge(TM) 3-cell",,,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 36 Month(s)",,,,1.76 lb,,,,,
2024-08-10T00:07:58.000000,laptop,latitude-14-9450-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-9450-2-in-1/spd/latitude-14-9450-2-in-1-laptop/s004l94502n1usvp?ref=variantstack,Latitude 9450 2-in-1,$ 2009,4.5 out of 5.0,44.0,0.31 to 0.55,12.22,8.46,,Intel,Core Ultra 5,125U,12MB,12.0,14.0,4.3 GHz,Intel,Integrated,16GB,,16GB,LPDDR5x,7467 MT/s,256GB,SSD,"M.2 2230, TLC PCIe Gen 4 NVMe","14""",2560x1600,,"IPS Touch, Anti-Smudge, Anti-Reflect, 500 nits, FHD IR Cam, ComfortView+ LBL, Pen","IntelÂ BE200 Wi-Fi 7 2x2, BluetoothÂ 5.4 Technology, Wireless Card","65W AC adapter, USB Type-C, EcoDesign","3 Thunderboltâ¢ 4 with Power Delivery and DisplayPortâ¢ 2.1, *,  , 1 Universal audio port","1 Nano SIM (optional), 1 wedge-shaped lock slot",2-in-1,,English US battery-saving mini LED backlit Copilot key zero-lattice keyboard,Haptic Collaboration Touchpad (icons compatible with Zoom and Microsoft TEAMS),"1080 at 60fps FHD HDR IR camera, Dual-array microphones.","Fingerprint Reader, WLAN",,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",202408100707582570f69064128b845e,Y,1.537 to 1.591 kg,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"ProSupport Next Business Day Onsite Service after remote diagnosis with HW-SW Support, 36 Month(s)",,"Quad Stereo Speakers with Waves MaxxAudio,  Pro, Sub-woofer 2W x 2 and Tweeter 2W x 2","3 Cell, 60 Wh, ExpressChargeâ¢",,,,,,"ProSupport Next Business Day Onsite Service after remote diagnosis with HW-SW Support, 36 Month(s)",,,,,,
2024-08-10T00:07:54.000000,laptop,precision-15-3591-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-precision-3591-workstation/spd/precision-15-3591-laptop/xctop3591usvp?ref=variantstack,,"$ 1,469.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100707545581de946cc58a942c,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:07:48.000000,laptop,latitude-13-3340-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-3340-laptop/spd/latitude-13-3340-2-in-1-laptop/s001l3340usvp?ref=variantstack,Latitude 3340 Laptop or 2-in-1,$ 699,4.4 out of 5.0,59.0,0.66 to 0.74,12.0,8.3,,Intel,Core i3,13th Gen (1315U),10 MB,6.0,8.0,4.5 GHz,Intel,UHD Graphics,8 GB,LPDDR5,8 GB,LPDDR5,4800 MT/s,256 GB,SSD,"M.2 2230, PCIe NVMe, Class 35",13.3,1920x1080,60Hz,"WVA/IPS, Non-Touch, Anti-Glare, 250 nit, NTSC 45%, FHD Camera","IntelÂ Wi-Fi 6E AX211, 2x2, 802.11ax, BluetoothÂ wireless card","65W AC adapter, USB Type-C, EcoDesign","1 USB 3.2 Gen1 port with PowerShare, 1 USB 3.2 Gen1 port, 1 USB Type-C 3.2 Gen2 with Power Delivery & DisplayPort, 1 HDMI 1.4 port, 1Â Universal Audio Jack",1 wedge-shaped lock slot,,,"English US non-backlit keyboard, 79-key",Precision Clickpad with multi-touch gesture support,"720p at 30 fps HD RGB camera Dual-array microphones, 1080p at 30 fps FHD RGB/IR camera Dual-array microphones, 1080p at 30 fps FHD RGB without IR camera Dual-array microphones","Palmrest, No Fingerprint Reader",,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",20240810070748514f4e4aa9c982546e,Y,1.25 to 1.35,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,"Stereo speakers with Waves MaxxAudioÂ Pro, Realtek ALC3204 Audio Controller, 2 W x 2 = 4 W total","3 Cell, 54 Wh, ExpressChargeâ¢, ExpressChargeâ¢ Boost capable",,"Up to 12 hours, 31 minutes (3340 Laptop), *,  , Up to 11 hours, 22 minutes (3340 2-in-1), *",,,,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,,,,,
2024-08-10T00:07:36.000000,laptop,inspiron-14-7445-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-inspiron-14-2-in-1-laptop/spd/inspiron-14-7445-2-in-1-laptop/usei2hbts7445gxcp?ref=variantstack,Inspiron 14 2-in-1,$ 729.99,4.2 out of 5.0,33.0,0.62 to 0.74,12.36,8.90,1.71,AMD,Ryzen 5,8640HS,,6.0,12.0,,AMD,Radeon,,,8 GB,DDR5,5200 MT/s,512 GB,SSD,"M.2, PCIe NVMe","14""",1920x1200,60Hz,"WVA, IPS, Touch, 250 nit, ComfortView","Realtek Wi-Fi 6E RTL8852CE, 2x2, 802.11ax, MU-MIMO, BluetoothÂ wireless card","65W AC adapter, USB Type-C","2 USB Type-CÂ 3.2 Gen 2 (10 Gbps) with Power Delivery and DisplayPortâ¢ 1.4 ports, 2 USB 3.2 Gen 1 Type-A ports, 1 Universal audio jack, *,  , 1 HDMI 1.4 port -Â The maximum resolution supported over HDMI is 1920x1080 @60HZ. No 4K/2K output.",1 SD-card slot,"Exterior Chassis Materials:, Aluminum, Color options:, Midnight Blue, Ice Blue","Midnight Blue Touch LCD cover, with Fingerprint Reader","English US backlit Copilot key keyboard, no numeric keypad",Precision touchpad,Integrated Widescreen FHD (1080p) Webcam with Dual Digital Microphone Array with Temporal Noise Reduction enabled,,,"Windows 11 Home, English, French, Spanish",20240810070736744d6cca4048a2b497,Y,,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"2 tuned speakers, audio processing by Dolby Atomos Core and Waves MaxxAudio,  Pro","4 Cell, 54 Wh, integrated",,"Up to 10 hours, 4 minutes, *",,,,,,,,,,
2024-08-10T00:07:30.000000,laptop,inspiron-16-7630-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/inspiron-16-plus-laptop/spd/inspiron-16-7630-laptop/usichbts7630gmvc?ref=variantstack,Inspiron 16 Plus Laptop,$ 899.99,4.3 out of 5.0,1116.0,"0.67""-0.79""","14.05""","9.92""",,Intel,Core i7,13th Gen (13620H),24 MB,10.0,16.0,4.9 GHz,NVIDIA,GeForce RTX 4050,6 GB,GDDR6,16 GB,LPDDR5,4800 MT/s,2 TB,SSD,"M.2, PCIe NVMe","16""",2560x1600,120Hz,"16:10, WVA, Non-Touch, Anti-Glare, 300 nit, ComfortView Plus","IntelÂ Wi-Fi 6E AX211, 2x2, 802.11ax, BluetoothÂ wireless card",130W AC adapter,"1 Headset jack,  , 2 USBÂ 3.2 Gen 1 Type-A, 1 Power jack, 1 HDMI 2.0, 1 Thunderbolt 4.0 (PowerDelivery & DisplayPort)","SD card reader - forÂ Integrated Graphics/ RTX 3050/ RTXÂ 4050Â only, Micro SD Card Reader â forÂ RTX 4060 only","Aluminium exterior shell, Platinum Silver, Platinum Silver: Precision touchpad",Platinum Silver,"English US backlit keyboard, no numeric keypad",,"Integrated Widescreen FHD (1080p) Webcam with Dual Digital Microphone Array with Temporal Noise Reduction enabledâ, Integrated IR camera with Presence Detection and Dual Digital Microphone Array with Temporal Noise Reduction enabledââ",Power Button - Titan Power button with Finger Reader,,"Windows 11 Home, English, French, Spanish",2024081007073008124cfee113d374d9,Y,2.06 kg,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Premium Support with Hardware and Software1-2 Biz Day Onsite after remote diagnosis,,"4 tuned speakers, audio processing by Dolby AtmosÂ andÂ WavesÂ MaxxAudio, Â Pro","6 Cell, 86 Wh, integrated",,"Up to 14 hours, 32 minutes, *",,,,,,,,,,
2024-08-10T00:07:25.000000,laptop,precision-17-7780-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/precision-7780-workstation/spd/precision-17-7780-laptop/xctop7780usvp?ref=variantstack,,"$ 2,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024081007072562839af4458de334d6,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:07:18.000000,laptop,latitude-15-5550-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-5550-laptop/spd/latitude-15-5550-laptop/s0034l5550usvp?ref=variantstack,Latitude 5550 Laptop,$ 1099,4.5 out of 5.0,247.0,0.82 to 0.90,14.09,9.19,,Intel,Core Ultra 5,125U,12 MB,12.0,14.0,4.3 GHz,Intel,,,,16 GB,DDR5,5600 MT/s,256 GB,SSD,"M.2 2230, TLC, Gen 4 PCIe NVMe","15.6""",1920x1080,60Hz,"IPS, Non-Touch, AG, 250 nit, 45% NTSC, FHD Cam","IntelÂ Wi-Fi 6E (6 where 6E unavailable) AX211, 2x2, 802.11ax, BluetoothÂ 5.3 wireless card","65W AC adapter, USB Type-C, EcoDesign","2 Thunderboltâ¢ 4 (40 Gbps) with DisplayPortâ¢ Alt Mode/USB Type-C/USB4/Power Delivery, 1 USB 3.2 Gen 1 port with PowerShare, 1 USB 3.2 Gen 1 port, 1 HDMI 2.1 port, 1 universal audio port, 1 RJ45 Ethernet port","1 microSD-card slot, 1 wedge-shaped lock slot, 1 nano-SIM card slot (optional), 1 Smart card reader slot (optional)",,,"English US backlit Copilot key keyboard with numeric keypad, 99-key","Multi-touch gesture-enabled precision touchpad, seamless glass-integrated button","1080p at 30 fps, FHD RGB camera, Dual-array microphones, 1080p at 30 fps, FHD RGB-IR camera, Dual-array microphones, 1080p at 30 fps, FHD RGB-IR camera, Dual-array microphones, Ambient light sensor, Express Sign-Inâ¢ with Presence Detection and Intelligent Privacy",No Security,,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",2024081007071859655194ab9509f4d7,Y,1.62,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,"Stereo speakers with Realtek Waves MaxxAudio,  13.0, 2W x 2 = 4W total","3-cell, 54 Wh, ExpressChargeâ¢ Capable, ExpressChargeâ¢ Boost Capable",,,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,,,,,,,,
2024-08-10T00:07:15.000000,laptop,latitude-14-7440-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7440-laptop/spd/latitude-14-7440-2-in-1-laptop/gctol7440usvp?ref=variantstack,Latitude 7440 Laptop,$ 1209,4.4 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100707152144f08a10089fa4f0,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:07:09.000000,laptop,latitude-16-7650-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7650-laptop/spd/latitude-16-7650-laptop/s005l7650usvp?ref=variantstack,Latitude 7650 Laptop,$ 1609,4.7 out of 5.0,30.0,0.79,14.09,9.86,,Intel,Core Ultra 5,135U,12 MB,12.0,14.0,4.4 GHz,Intel,,16 GB,LPDDR5x,16 GB,LPDDR5x,6400 MT/s,256 GB,SSD,"M.2 2230, TLC PCIe Gen 4 NVMe","16.0""",1920x1200,,"IPS, AG No-Touch, 250 nits, FHD IR Cam, WLAN, Aluminum","IntelÂ BE200 Wi-Fi 7 2x2, BluetoothÂ 5.4 Technology, Wireless Card","65W AC adapter, USB Type-C, EcoDesign","1 Universal audio port, 2 USB 3.2 Gen 1 Type-A ports, 1 HDMI 2.1 port, *,  , 2 Thunderboltâ¢4 with Power Delivery & DisplayPort (USB Type-C), *","1 Smart card reader (Contacted and Contactless + NFC) (optional), 1 Nano SIM (optional), 1 Wedge-shaped lock slot",Laptop,,"English US battery-saving mini LED backlit Copilot key keyboard, no numeric keypad, 79-key",,"1080p at 30 fps FHD RGB HDR Camera with built-in camera shutter, Temporal Noise Reduction for high image quality, 1080p at 30 fps FHD RGB-IR HDR camera with built-in camera shutter, Ambient light sensor, Intelligent Privacy, Temporal Noise Reduction for high image quality, ExpressSign-inâ¢","Fingerprint Reader, WLAN, Aluminum",,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",20240810070709630bf1251f506334e6,Y,1.84 kg,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"No Warranty Upgrade, 36 Month(s)",,Stereo speakers with Realtek ALC3281 Audio Controller,"3 Cell, 57 Wh, ExpressChargeâ¢, ExpressChargeâ¢ Boost capable","Â , Â ","Up to 10 hours, 46 minutes, *",,"No Warranty Upgrade, 36 Month(s)",,,,,,,,
2024-08-10T00:07:02.000000,laptop,inspiron-14-7440-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/inspiron-14-plus/spd/inspiron-14-7440-laptop/useichbts7440gvhg?ref=variantstack,Inspiron 14 Plus Laptop,$ 999.99,4.5 out of 5.0,134.0,0.63 to 0.75,12.36,8.92,,Intel,Core Ultra 7,,24 MB,16.0,22.0,4.8 GHz,Intel,Arc,,,16GB,LPDDR5X,6400 MT/s,1 TB,SSD,"M.2, PCIe NVMe",14,2240x1400,60Hz,"WVA, IPS, Non-Touch, Anti-Glare, 300 nit, ComfortView Plus","IntelÂ Wi-Fi 6E AX211, 2x2, 802.11ax, BluetoothÂ wireless card","100W AC adapter, USB Type-C","1 HDMI 1.4*, 1 Intel Thunderbolt 4.0, 2 USB 3.2 Gen 1 Type-A, 1 Universal audio jack**",1 micro-SD card 3.0 slot,"Aluminum exterior shell, Ice Blue, Mylar, Color match to chassis",Ice Blue,"English US backlit Copilot key keyboard, no numeric keypad",,Integrated Widescreen FHD (1080p) Webcam with Dual Digital Microphone Array with Temporal Noise Reduction enabledâ,Ice Blue power button with Fingerprint Reader,,"Windows 11 Home, English, French, Spanish",202408100707023901ab4f97c8f974ba,Y,1.60,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Premium Support with Hardware and Software1-2 Biz Day Onsite after remote diagnosis,,"(2) tuned speakers, audio processing by Dolby Atmos Core and Waves MaxxAudio,  Pro","4 Cell, 64 Wh, integrated",,"Up to 9 hours, 21 minutes, *",,,,,,,,,,
2024-08-10T00:06:59.000000,laptop,precision-16-7680-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/precision-7680-workstation/spd/precision-16-7680-laptop/xctop7680usvp?ref=variantstack,,"$ 1,769.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070659137543e753d2db24c6,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:06:52.000000,laptop,g-series-15-5535-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/g15-gaming-laptop/spd/g-series-15-5535-laptop/useghbts5535grpv?ref=variantstack,G15 Gaming Laptop,$ 849.99,4.5 out of 5.0,257.0,1.06,14.07,10.80,2.81,AMD,Ryzen 5,7640HS,22 MB,6.0,,5.0 GHz,NVIDIA,GeForce RTX 3050,6 GB,GDDR6,16 GB,DDR5,4800 MT/s,1 TB,SSD,"M.2, PCIe NVMe","15.6""",1920x1080,120Hz,Non-Touch,"MediaTek Wi-Fi 6 MT7921, 2x2, 802.11ax, MU-MIMO, BluetoothÂ wireless card",240W AC adapter,"1 Headset (Headphone and Microphone combo) port, 1 RJ45 Ethernet port, 3 USB 3.2 Gen 1 Type-A ports, 1 HDMI 2.1 port, 1 USB-C 3.2 Gen 2 with Display Port Alt-Mod, 1 Power Input port",Not applicable,,Dark Shadow Gray with Black thermal shelf,US English Orange Backlit Keyboard with Numeric Keypad and G-Key,,"720p at 30 fps HD RGB camera, single integrated microphone",,,"Windows 11 Home, English, French, Spanish",20240810070652938e6cc3209da3b4d0,Y,,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 1-year,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"Stereo speakers with Realtek ALC3254, 2 x 2.5 W","3 Cell, 56 Wh, integrated","Â , Â ",,,,,,,,,,,
2024-08-10T00:06:46.000000,laptop,inspiron-14-5440-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/inspiron-14-laptop/spd/inspiron-14-5440-laptop/useichbts5440gssn?ref=variantstack,Inspiron 14 Laptop,$ 649.99,4.6 out of 5.0,73.0,0.62 to 0.74,12.36,8.90,,Intel,Core i5,120U,12 MB,10.0,12.0,5.0 GHz,Intel,Graphics,,,16 GB,DDR5,5200 MT/s,1 TB,SSD,"M.2, PCIe NVMe","14""",1920x1200,60Hz,"WVA, IPS, Non-Touch, Anti-Glare, 250 nit, ComfortView","Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO, BluetoothÂ wireless card",65W AC adapter,"2 USB 3.2 Gen 1 (5 Gbps) ports, 1 USB 3.2 Gen 1 (5 Gbps) Type-C,  port,  , 2 USB 3.2 Gen 1 (5 Gbps) ports, 1 USB 3.2 Gen 2 (10 Gbps) Type-C,  with Power Delivery and DisplayPortâ¢, 1 headset (headphone and microphone combo) port, 1 HDMI 1.4 port*, 1 power-adapter port, *Note: HDMI output supports up to 1920x1080 @ 60Hz, 24bpp. No 4K/2K output supported.","1 SD-card slot, 1 Wedge-shapped lock slot","Aluminium exterior shell, Ice Blue, Ice Blue: Precision touchpad",Ice Blue Metal Cover,"English US backlit Copilot key keyboard, no numeric keypad",,"720p at 30 fps HD RGB camera, Single microphones, 1080p at 30 fps widescreen FHD-RGB camera, Dual-array microphones",Ice Blue Power Button with Fingerprint Reader,,"Windows 11 Home, English, French, Spanish",20240810070646549e388620c64ec487,Y,1.56,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"Stereo speakers with Waves MaxxAudioÂ Pro and Dolby Atmos Core, 2W x 2 = 4W total","4 Cell, 54 Wh, integrated",,"Up to 9 hours, 15 minutes, *",,,3.44,,,,,,,
2024-08-10T00:06:41.000000,laptop,latitude-15-5540-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-5540-laptop/spd/latitude-15-5540-laptop/gctol5540usvp?ref=variantstack,Latitude 5540 Laptop,$ 921.96,4.5 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100706416757334ab055e6a4c3,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:06:36.000000,laptop,latitude-14-3450-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-3450-laptop/spd/latitude-14-3450-laptop/s012l3450usvp?ref=variantstack,Latitude 3450 Laptop,$ 689,4.4 out of 5.0,46.0,0.70 to 0.76,12.69,8.64,,Intel,Core i3,13th Gen (1315U),10 MB,6.0,8.0,4.5 GHz,Intel,Integrated Iris Xe or UHD Graphics,,,8 GB,DDR5,5600 MT/s (5200 MT/s with 13th Gen IntelÂ Coreâ¢ processors),256 GB,SSD,"M.2 2230, TLC PCIe Gen 4 NVMe","14.0""",1366x768,,"Non-Touch, AG, TN, 220 nits, HD Cam, WLAN","Intel Wi-Fi 6E (6 if 6E unavailable) AX211, 2x2, 802.11ax, Bluetooth Wireless Card","65W AC adapter, USB Type-C, EcoDesign","1 USB4,  (20 Gbps) with PowerDelivery and DisplayPortâ¢, *,  , 2 USB 3.2 Gen 1 (5 Gbps) ports, 1 USB 3.2 Gen 1 (5 Gbps) with PowerShare port, 1 HDMI 1.4 port (for computers shipped with 13th Gen Intel,  Core i3/i5/i7 processor), *,  , 1 HDMI 2.0 port (for computers shipped with 14th Gen Intel,  Core Ultra i5/i7 processor), *,  , 1 RJ45 (1 Gbps) Ethernet port, 1 universal audio port, 1 power-adapter port","1 wedge-shaped lock slot, 1 M.2 2230 slot for solid-state drive, 1 M.2 2230 slot for WLAN, Wi-Fi/Bluetooth",,,"English US backlit Copilot key keyboard, 79-key",Multi-touch gesture-enabled precision touchpad with integrated scrolling,"720p at 30 fps HD camera, 1080p at 30 fps FHD , 1080p at 30 fps FHD + IR camera","Single Pointing Keyboard, No Finger Print Reader, No SIM",,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",2024081007063687183b104affb364d2,Y,1.50 kg,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,"Stereo speakers with Waves MaxxAudio,  Pro, Realtek ALC3204 Audio Controller, 2 W x 2 = 4 W total","3- cell, 42Wh Battery, Express Charge, Express Charge Boost capable","Â , Â ",,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,,,,,,,,
2024-08-10T00:06:24.000000,laptop,inspiron-16-7640-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-inspiron-16-2-in-1-laptop/spd/inspiron-16-7640-2-in-1-laptop/usei2hbts7640gtgz?ref=variantstack,Inspiron 16 2-in-1 Laptop,$ 699.99,4.3 out of 5.0,115.0,0.63 to 0.75,14.05,9.87,2.18,Intel,Core Ultra 5,125U,12 MB,12.0,14.0,4.30 GHz,Intel,Intel Graphics,,,16GB,LPDDR5X,6400MT/s,512 GB,SSD,"M.2, PCIe NVMe",16,1920x1200,60Hz,"WVA, IPS, Touch, 300 nit, ComfortView Plus","IntelÂ Wi-Fi 6E AX211, 2x2, 802.11ax, BluetoothÂ wireless card","65W AC adapter, USB Type-C","2 USB 3.2 Gen 1 Type-A ports , 2 Thunderbolt 4.0 ports, 1 Universal audio jack, *,  , 1 HDMI 1.4 port*, *The maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K/2K output.",1 SD-card slot,,Ice Blue,"English US backlit keyboard, no numeric keypad",,Integrated Widescreen FHD (1080p)Â Webcam withÂ Dual Digital Microphone ArrayÂ with Temporal NoiseÂ ReductionÂ enabledâ,,,"Windows 11 Home, English, French, Spanish",20240810070624914fe4199398bc54ff,Y,2.18,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"(4) tuned speakers, audio processing by Dolby Atmos Core and Waves MaxxAudio,  Pro","4 Cell, 64 Wh, integrated",,"Up to 15 hours, 36 minutes, *",,,,,,,,,,
2024-08-10T00:06:20.000000,laptop,inspiron-16-7640-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-inspiron-16-plus/spd/inspiron-16-7640-laptop/useichbts7640hbbl?ref=variantstack,Inspiron 16 Plus Laptop,$ 849.99,4.3 out of 5.0,261.0,0.66 to 0.78,14.05,9.87,1.90 to 2.24,Intel,Core i7,13th Gen (i7-13620H),24 MB,,,4.9 GHz,Intel,UHD Graphics,,,16 GB,LPDDR5X,4800 MT/s,512 GB,SSD,"M.2, PCIe NVMe","16""",2560x1600,120Hz,"16:10, WVA, IPS, Non-Touch, Anti-Glare, 300 nit, ComfortView Plus","Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO, BluetoothÂ wireless card","100W AC adapter, USB Type-C","1 Universal audio jack*, 2 USB 3.2 Gen 1 Type A, 1 Power jack, 1 Thunderboltâ¢ 4.0, 1 HDMI 1.4 port**, 1 Universal audio jack*, 2 USB 3.2Â Gen 1 Type-A,Â , 1 Power jack, 1 Thunderboltâ¢ 4.0, HDMI 2.1, *3.5mm Universal Audio Jack functionality varies by model configuration. For best results, use Dell-recommended audio accessories., **The maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K/2K output.",,"Aluminium exterior shell, Color options: Ice Blue, Mylar, Color options: Color match to chassis",Ice Blue,"English US backlit Copilot key keyboard, no numeric keypad",,Integrated Widescreen FHD (1080p) Webcam with Dual Digital Microphone Array with Temporal Noise Reduction enabled,,,"Windows 11 Home, English, French, Spanish",20240810070620586c76083a172324c0,Y,1.90 to 2.24,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Premium Support with Hardware and Software1-2 Biz Day Onsite after remote diagnosis,,"(2) tuned speakersÂ (with Intel,  graphics),Â âaudioÂ processing by Dolby Atmos Core andÂ WavesÂ MaxxAudio, Â ProÂ â, (4) tuned speakers (with NVIDIA,  graphics), audioÂ processing by Dolby Atmos Core andÂ WavesÂ MaxxAudio, Â ProÂ â","4 Cell, 54 Wh, integrated",,"Up to 16 hours, 4 minutes, *",,,,,,,,,,
